Aff,Neg,Judges,Votes,Win
Northern Iowa CM,UT San Antonio CR,"Trevor Turner																																						Lindsey Shook																																						Jesse Smith","Neg																															Neg																															Neg","3-0																															NEG"
Kansas State DF,Northern Iowa DV,"Jeff Nagel																																						Rob Glass																																						Natalie Yehezkel-Stolarski","Neg																															Aff																															Neg","2-1																															NEG"
