Aff,Neg,Judges,Votes,Win
UTD HU,Houston DF,"Hannah Phelps																																						William Jensen																																						Alonso Pena","Neg																															Neg																															Neg","3-0																															NEG"
Kansas State RS,Houston KY,"Kristiana Baez																																						Derek Hilligoss																																						Sam Gustavson","Neg																															Neg																															Neg","3-0																															NEG"
Houston SA,Baylor KC,"Azja Butler																																						Kaine Cherry																																						Tyler Snelling","Aff																															Aff																															Aff","3-0																															AFF"
Trinity KP,Wyoming CH,"Jalisa Jackson																																						Noel Keil																																						Eric Lanning","Aff																															Aff																															Aff","3-0																															AFF"
