Aff,Neg,Judges,Votes,Win
Texas CF,Wake Forest SW,"Sam Gustavson																																						Nathan Davis																																						Brett Bricker","Aff																															Aff																															Aff","3-0																															AFF"
Kansas WM,Minnesota WB,"Nadya Steck																																						Sherry Hall																																						Nathan Rothenbaum","Aff																															Aff																															Neg","2-1																															AFF"
UTD ML,Minnesota HH,"Caitlin Walrath																																						Dennis Savill																																						Eric Morris","Aff																															Aff																															Aff","3-0																															AFF"
Samford BF,Kansas PL,"Olivia Savill																																						Jason Regnier																																						Nigel Taylor-Ward","Neg																															Aff																															Neg","2-1																															NEG"
