Aff,Neg,Judges,Votes,Win
Texas CF,Kansas PL,"Holden Bukowsky																																						Sam Gustavson																																						Caitlin Walrath","Aff																															Aff																															Aff","3-0																															AFF"
UTD ML,Kansas WM,"Tommy Snider																																						Marquis Ard																																						Allison Pujol","Neg																															Neg																															Aff","2-1																															NEG"
