Aff,Neg,Judges,Votes,Win
Mary Washington DH,Liberty PW,"Michelle Thomas																																						Tyler Snelling																																						Hannah Call","Neg																															Neg																															Neg","3-0																															NEG"
Liberty MS,Wake Forest CW,"Kathryn Rubino																																						Abhis Sedhai																																						Gabby Knight","Neg																															Neg																															Neg","3-0																															NEG"
