Aff,Neg,Judges,Votes,Win
United States Military DS,St Mary's College SMC BP,"Azja Butler																																						Julia Henry																																						Jalisa Jackson","Neg																															Aff																															Neg","2-1																															NEG"
Liberty BH,James Madison OD,"Kathryn Rubino																																						Joe Patrice																																						Nate Milton","Aff																															Aff																															Aff","3-0																															AFF"
