Aff,Neg,Judges,Votes,Win
Dartmouth SV,Michigan PR,"Viveth Karthikeyan																																						Jeff Buntin																																						Brett Bricker","Neg																															Neg																															Neg","3-0																															NEG"
Harvard BH,Northwestern DF,"Johnnie Stupek																																						Ned Gidley																																						Dustin Meyers-Levy","Neg																															Neg																															Neg","3-0																															NEG"
