Aff,Neg,Judges,Votes,Win
Dartmouth SV,Harvard AF,"Derek Hilligoss																																						Phillip Samuels																																						Sean Kennedy","Neg																															Aff																															Aff","2-1																															AFF"
Northwestern DF,Kansas BR,"Mikaela Malsin																																						Michelle Thomas																																						John Turner","Aff																															Neg																															Aff","2-1																															AFF"
Liberty CR,Harvard BH,"Rebecca Steiner																																						Caitlin Walrath																																						Jesse Smith","Neg																															Aff																															Neg","2-1																															NEG"
Michigan PR,Kansas MS,"Raam Tambe																																						Young Kwon																																						Jeff Buntin","Neg																															Aff																															Aff","2-1																															AFF"
