Aff,Neg,Judges,Votes,Win
Harvard CC,Wake Forest SD,"Joshua Harrington																																						Lindsey Shook																																						Bee Smale","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest RL,Emory KR,"Brendon Bankey																																						Tripp Rebrovick																																						Kwudjwa Osei","Neg																															Neg																															Neg","3-0																															NEG"
