Aff,Neg,Judges,Votes,Win
Michigan PD,Harvard CC,"Johnnie Stupek																																						Tim Wegener																																						Anthony Trufanov																																						Nina Fridman																																						Brendon Bankey","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
Kansas RS,CSU Long Beach OF,"Jason Regnier																																						Becca Steiner																																						LaToya Green																																						Eric Morris																																						Kenji Aoki","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
Wake Forest RL,Kentucky GD,"Douglas Husic																																						Scott Harris																																						Geoff Lundeen																																						Sean Kennedy																																						Corey Fisher","Aff																															Aff																															Aff																															Aff																															Aff","5-0																															AFF"
Wake Forest SD,Michigan State MG - ONLINE,"Phillip Samuels																																						Jackie Poapst																																						Tyler Snelling																																						Sam Gustavson																																						Jim Schultz","Aff																															Neg																															Neg																															Aff																															Aff","3-2																															AFF"
Georgetown ZZ,Iowa EC,"Taylor Brough																																						Amber Kelsie																																						Jesse Smith																																						Greg Zoda																																						Bee Smale","Neg																															Neg																															Neg																															Aff																															Aff","3-2																															NEG"
Emory MP,George Mason LR,"Katie Wimsatt																																						Brett Bricker																																						Valerie McIntosh","Aff																															Aff																															Aff","3-0																															AFF"
Emory KR,Kansas MP,"Ian Dill																																						Nathan Fleming																																						Adrienne Brovero																																						Jeff Buntin																																						Genevieve Hackman","Aff																															Aff																															Neg																															Aff																															Aff","4-1																															AFF"
Dartmouth BC,Texas DK,"Alex Marban																																						Shree Awsare																																						Kevin Hirn																																						Dustin Meyers-Levy																																						Rafael Pierry","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
