Aff,Neg,Judges,Votes,Win
Liberty HS,United States Military AR,"Ian Lowery																																						Pav Reddy																																						Gerrit Hansen","Neg																															Neg																															Neg","3-0																															NEG"
George Mason CA,Liberty PY,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT"
