Aff,Neg,Judges,Votes,Win
George Mason Buckner & Graham,Dartmouth Shankar & Vergho,"Corey Fisher																																						Kevin Hirn																																						David Asafu-Adjaye","Neg																															Neg																															Neg","3-0																															NEG"
Harvard Aoki & Farronay,Liberty Cazeau & Robinson,"Kenny Delph																																						Will Baker																																						Rob Glass","Neg																															Neg																															Aff","2-1																															NEG"
Northwestern Deo & Fridman,Texas Desai & Kashyap,"Alex Marban																																						Nathan Fleming																																						Dustin Meyers-Levy","Aff																															Aff																															Neg","2-1																															AFF"
Wake Forest Davidson & Torguson,Michigan Phil & Skoulikaris,"Jackie Poapst																																						Michelle Thomas																																						Julia Henry","Aff																															Neg																															Neg","2-1																															NEG"
Tony Miklovis,Southern California Kuffour & Sun,"John Turner																																						Justin Green																																						Jeff Buntin","Neg																															Neg																															Neg","3-0																															NEG"
Harvard Barton & Habermann,Wake Forest Bittner & Robinson,"Jesse Smith																																						Flynn Makuch																																						Gabriel Jankovsky","Aff																															Neg																															Aff","2-1																															AFF"
Wake Forest Bathily & Trotman,Kansas Scott & McMahon,"David Kilpatrick																																						Brianna Thomas																																						Jacob Goldschlag","Neg																															Neg																															Aff","2-1																															NEG"
Michigan Pierry & Rabbini,Michigan Harrington & McGraw,,Michigan Pierry & Rabbini advances,Michigan Pierry & Rabbini advances
