Aff,Neg,Judges,Votes,Win
Kansas Scott & McMahon,Michigan Pierry & Rabbini,"David Kilpatrick																																						Shannon Howley																																						Jeff Buntin","Neg																															Neg																															Neg","3-0																															NEG"
Harvard Barton & Habermann,Dartmouth Shankar & Vergho,"Alex Marban																																						Kevin Hirn																																						Gabriel Jankovsky","Aff																															Neg																															Neg","2-1																															NEG"
Southern California Kuffour & Sun,Liberty Cazeau & Robinson,"Devane Murphy																																						Kenny Delph																																						Jyleesa Hampton","Aff																															Aff																															Aff","3-0																															AFF"
Northwestern Deo & Fridman,Michigan Phil & Skoulikaris,"John Turner																																						Ned Gidley																																						Nick Ryan","Aff																															Aff																															Aff","3-0																															AFF"
