Aff,Neg,Judges,Votes,Win
Houston/New School Rehman & Kaase,James Madison Ortiz & Pelletier,"Scott Phillips																																						Brett Bricker																																						Anthony Trufanov","Neg																															Aff																															Aff","2-1																															AFF"
NYU Ku & Li,Boston College McNabb & Wachsmuth,"Michelle Thomas																																						Tripp Rebrovick																																						Marge Strong","Aff																															Neg																															Neg","2-1																															NEG"
