Aff,Neg,Judges,Votes,Win
George Mason PR,Samford CF,"Alex Marban																																						Tyler Thur																																						Nick Ryan","Neg																															Neg																															Neg","3-0																															NEG"
George Mason SR,Mary Washington BH,"Michael Hall																																						Lee Quinn																																						Brett Bricker","Aff																															Aff																															Aff","3-0																															AFF"
