Aff,Neg,Judges,Votes,Win
Wake Forest BD,Texas AD,"Ryan Galloway																																						James Allan																																						Jackie Poapst","Aff																															Aff																															Aff","3-0																															AFF"
Georgetown KW,Emory GK,"Kevin Hirn																																						Benjamin Biggs																																						Anthony Trufanov","Neg																															Neg																															Neg","3-0																															NEG"
Kentucky GK,Kansas PP,"Justin Green																																						Mikaela Malsin																																						Brian Klarman","Neg																															Aff																															Aff","2-1																															AFF"
Northwestern DW,Michigan MS,"Bruce Najor																																						Johnnie Stupek																																						Jason Regnier","Aff																															Neg																															Neg","2-1																															NEG"
