Aff,Neg,Judges,Votes,Win
Michigan MS,Wake Forest BD,"Ryan Galloway																																						Mikaela Malsin																																						Nick Ryan","Neg																															Neg																															Neg","3-0																															NEG"
Kentucky GK,Emory GK,"Justin Green																																						Jeff Buntin																																						Jackie Poapst","Aff																															Aff																															Neg","2-1																															AFF"
