Aff,Neg,Judges,Votes,Win
Liberty ST,Samford CF,"Brian DeLong																																						Ronald Stevenson																																						Anthony Trufanov","Neg																															Neg																															Aff","2-1																															NEG"
Mary Washington BH,Houston RJ,"Heather Hall																																						Matt Liu																																						Nick Lepp","Aff																															Aff																															Aff","3-0																															AFF"
George Mason SR,Indiana MF,"Justin Green																																						Ryan Galloway																																						Gabriel Morbeck","Neg																															Aff																															Aff","2-1																															AFF"
Samford HH,George Mason PR,"William Repko																																						Brett Bricker																																						Marge Strong","Neg																															Neg																															Neg","3-0																															NEG"
