Aff,Neg,Judges,Votes,Win
Kentucky McBlain & Adam,Michigan Shih & Gao,"Dustyn Beutelspacher																																						Jeff Buntin																																						Patrick Waldinger","Aff																															Aff																															Aff","3-0																															AFF"
Northwestern Agbede & Rubin,Northwestern Deo & Chuang,"Dustyn Beutelspacher																																						Jeff Buntin																																						Patrick Waldinger","Neg																															Neg																															Neg","3-0																															NEG"
