Aff,Neg,Judges,Votes,Win
Samford Tarnowski & Riggs,Baylor Hudson & Darwish,"Alex McVey																																						Douglas Husic																																						Nate Graziano","Neg																															Neg																															Neg","3-0																															NEG"
Kentucky McBlain & Adam,Kansas Schultz & Suleman,"Eric Morris																																						Lindsey Shook																																						Brian DeLong","Aff																															Aff																															Aff","3-0																															AFF"
UTD Sendejas & Karthik,Kansas Wilkus & Williams,"Johnnie Stupek																																						Spencer Roetlin																																						Devane Murphy","Aff																															Neg																															Aff","2-1																															AFF"
Kansas Harris & Spiers,Northwestern Deo & Chuang,"Brad Meloche																																						Jason Regnier																																						Carly Wunderlich","Neg																															Neg																															Neg","3-0																															NEG"
Wyoming Campbell & Willson,Iowa Cavanaugh & Anderson McElligott,"Bruce Najor																																						Allegro Wang																																						Eric Lanning","Neg																															Neg																															Neg","3-0																															NEG"
Michigan Shih & Gao,Kentucky Gabay & Slish,"Jeff Buntin																																						Ned Gidley																																						Shannon Howley","Aff																															Aff																															Aff","3-0																															AFF"
Macalester Price & Kochel,Oklahoma Sullivan & Yarborough,"Jeff Nagel																																						Shree Awsare																																						Nathan Rothenbaum","Neg																															Aff																															Aff","2-1																															AFF"
Gonzaga Renee & Dawson,Northwestern Agbede & Rubin,"Lee Quinn																																						Genevieve Hackman																																						Patrick Waldinger","Neg																															Neg																															Neg","3-0																															NEG"
