Aff,Neg,Judges,Votes,Win
Baylor HL,Kansas MM,"Michelle Thomas																																						Brian Rubaie																																						Willie Johnson","Aff																															Neg																															Neg","2-1																															NEG"
Kansas SB,Bingha CP,"Jackie Poapst																																						Brianna Thomas																																						Ian Lowery","Aff																															Aff																															Aff","3-0																															AFF"
