Aff,Neg,Judges,Votes,Win
Northwestern AR,Michigan HS,"Gabriel Morbeck																																						Carly Wunderlich																																						Elizabeth Bennett","Aff																															Aff																															Aff","3-0																															AFF"
Northwestern RY,West Georgia DK,"David Kilpatrick																																						Nigel Taylor-Ward																																						Brian DeLong","Neg																															Neg																															Neg","3-0																															NEG"
Iowa PW,Emory RW,"Douglas Husic																																						Vikram Kohli																																						Nathan Rothenbaum","Aff																															Aff																															Neg","2-1																															AFF"
Michigan State SS,Northwestern AH,"Ron Stevenson																																						Spencer Roetlin																																						Genevieve Hackman","Neg																															Neg																															Neg","3-0																															NEG"
Samford RT,,,,
Wayne State MR,,,,
Gonzaga DR,,,,
Northwestern OW,,,,
