Aff,Neg,Judges,Votes,Win
Binghamton MS,Kansas PS,"Natalie Bennie																																						Brian Rubaie																																						Nick Lepp","Neg																															Neg																															Neg","3-0																															NEG"
Maeve Ella,Kansas WH,"Jacinda Rivas																																						Jackie Poapst																																						Ian Lowery","Neg																															Neg																															Neg","3-0																															NEG"
