Aff,Neg,Judges,Votes,Win
Jay Fuchs,James Madison HR,"Natalie Bennie																																						Brian Rubaie																																						Adam Lee","Neg																															Neg																															Aff","2-1																															NEG"
Samford BS,Boston College MW,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE"
