Aff,Neg,Judges,Votes,Win
Kansas RM,Wake Forest BM,"Adrienne Brovero																																						Grace Kessler																																						Jeff Buntin","Aff																															Neg																															Aff","2-1																															AFF"
Emory GH,Harvard GY,"Devane Murphy																																						Kwudjwa Osei																																						David Griffith","Neg																															Aff																															Aff","2-1																															AFF"
Georgetown CW,Dartmouth BC,"Rafael Pierry																																						Kevin Hirn																																						Brett Bricker","Neg																															Neg																															Neg","3-0																															NEG"
Kentucky AM,Michigan BP,"Zahir Shaikh																																						Young Kwon																																						Arvind Shankar","Neg																															Neg																															Aff","2-1																															NEG"
