Aff,Neg,Judges,Votes,Win
Dartmouth BC,Emory GH,"Rafael Pierry																																						Kevin Hirn																																						Brett Bricker","Neg																															Neg																															Aff","2-1																															NEG"
Michigan BP,Kansas RM,"Adrienne Brovero																																						Hunter McCullough																																						Arvind Shankar","Neg																															Neg																															Neg","3-0																															NEG"
