Aff,Neg,Judges,Votes,Win
Minnesota UW,Iowa SK,"Young Kwon																																						Tripp Rebrovick																																						Will Baker","Neg																															Neg																															Aff","2-1																															NEG"
Kansas HB,Kansas AB,"Young Kwon																																						Tripp Rebrovick																																						Will Baker",Aff Aff Aff,"3-0																															AFF"
