Aff,Neg,Judges,Votes,Win
Kansas LD,Baylor DL,"Nathan Rothenbaum																																						Erik Mathis																																						Leigha Maddy","Neg																															Neg																															Neg","3-0																															NEG"
Oklahoma DH,Minnesota PW,"Trevor Turner																																						Sam Gustavson																																						Bobby Phillips","Neg																															Aff																															Neg","2-1																															NEG"
Kansas BW,UTD DU,"Ari Davidson																																						Tyler Snelling																																						Josiah Ferguson","Neg																															Aff																															Aff","2-1																															AFF"
Minnesota HU,Kansas AH,"Eric Morris																																						William Jensen																																						Ian Dill","Neg																															Aff																															Aff","2-1																															AFF"
