Aff,Neg,Judges,Votes,Win
CSU Long Beach OF,Minnesota JP,"Devane Murphy																																						Justin Green																																						Will Baker","Aff																															Aff																															Aff","3-0																															AFF"
Kentucky AM,Texas DK,"Ben Biggs																																						Becca Steiner																																						Nathan Rothenbaum","Neg																															Neg																															Neg","3-0																															NEG"
Kansas MP,Emory SR,"Piper Meloche																																						William Repko																																						Shannon Howley","Aff																															Aff																															Aff","3-0																															AFF"
Kansas RS,Michigan State KL,"Johnnie Stupek																																						Gabriel Morbeck																																						David Kilpatrick","Aff																															Aff																															Neg","2-1																															AFF"
Wake Forest BM,Kentucky DG,"Ian Morris																																						Heather Hall																																						Brett Bricker","Neg																															Neg																															Aff","2-1																															NEG"
Michigan State GM,Kentucky RS,"Jackie Poapst																																						Joshua Harrington																																						Sam Gustavson","Neg																															Neg																															Aff","2-1																															NEG"
Northwestern DC,Macalester PK,"Lee Quinn																																						Jason Regnier																																						Alex Marban","Neg																															Neg																															Neg","3-0																															NEG"
Georgetown ZZ,Georgetown CW,,Georgetown ZZ advances,Georgetown ZZ advances
