Aff,Neg,Judges,Votes,Win
NYU KT,George Mason SR,"Kattichka Cazeau																																						Jordan Ramsey																																						Dannise Brown","Neg																															Neg																															Neg","3-0																															NEG"
George Mason ShRe,James Madison OS,"Heather Hall																																						Jack Booth																																						Will Baker","Neg																															Neg																															Neg","3-0																															NEG"
