Aff,Neg,Judges,Votes,Win
Pittsburgh RS,Emory GK,"Brendon Bankey																																						Kenji Aoki																																						Brandon Kelley																																						Derek Hilligoss																																						Julian Kuffour","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
Northwestern DW,Wake Forest RT,"Kevin Clarke																																						Devane Murphy																																						Michael Hester																																						Brian Manuel																																						Rob Glass","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
Georgetown GW,Dartmouth SV - ONLINE,"Viveth Karthikeyan																																						Jeff Buntin																																						Bryce Rao																																						Zahir Shaikh																																						William Repko","Neg																															Neg																															Neg																															Neg																															Neg","5-0																															NEG"
Harvard DY,Emory MP,"Jeff Nagel																																						David Kilpatrick																																						Douglas Husic","Aff																															Aff																															Aff","3-0																															AFF"
Emory CR,Harvard DF,"Anthony Ogbuli																																						Matt Liu																																						Kevin Hirn																																						Lindsey Shook																																						Molly Martin","Neg																															Neg																															Aff																															Neg																															Neg","4-1																															NEG"
Southern California BS,Jay-Z Flores,"Sydney Pasquinelli																																						Azja Butler																																						Geoff Lundeen","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest BD,Georgetown LW,"Lee Quinn																																						Gabriel Jankovsky																																						Christopher Callahan																																						Brett Bricker																																						Johnnie Stupek","Aff																															Neg																															Aff																															Aff																															Neg","3-2																															AFF"
Michigan PP,Iowa CE,"Brandon Reynolds																																						Jack Booth																																						Ruby Klein																																						Nate Graziano																																						Jesse Smith","Aff																															Aff																															Aff																															Aff																															Aff","5-0																															AFF"
