Aff,Neg,Judges,Votes,Win
Wake Forest RT,Harvard DF,"Deven Cooper																																						Rob Glass																																						Julian Kuffour","Aff																															Aff																															Aff","3-0																															AFF"
Dartmouth SV - ONLINE,Emory GK,"Kevin Hirn																																						Brandon Stras																																						Tyler Thur																																						Jeff Buntin																																						Nina Fridman","Aff																															Aff																															Aff																															Neg																															Neg","3-2																															AFF"
Michigan PP,Harvard DY,"David Kilpatrick																																						Alex Marban																																						Molly Martin","Aff																															Aff																															Aff","3-0																															AFF"
Jay-Z Flores,Wake Forest BD,"Tripp Rebrovick																																						Tyler Snelling																																						Lindsey Shook																																						Azja Butler																																						Kaine Cherry","Aff																															Aff																															Neg																															Neg																															Aff","3-2																															AFF"
