Aff,Neg,Judges,Votes,Win
Michigan State GK,Kansas MS,"Jasmine Stidham																																						David Cram Helwich																																						Rebecca Steiner																																						A J																																						Matt Coleman","Aff																															Aff																															Neg																															Aff																															Neg","3-2																															AFF"
