Aff,Neg,Judges,Votes,Win
Dartmouth CV,Wake Forest LT,"Kristiana Baez																																						Shuntà Jordan																																						John Nagy","Aff																															Neg																															Aff","2-1																															AFF"
Wake Forest BM,Minnesota PP,"Judd Kimball																																						Nick Ryan																																						John Turner","Aff																															Aff																															Aff","3-0																															AFF"
Wake Forest PS,Liberty PW,"Molly Martin																																						Matt Liu																																						Joe Patrice","Neg																															Neg																															Neg","3-0																															NEG"
James Madison CP,Minnesota JP,"Marge Strong																																						Nick Lepp																																						John Huebler","Neg																															Neg																															Aff","2-1																															NEG"
Wake Forest LuTa,Wake Forest JA,,Aff BYE,Aff BYE
Georgetown CM,Georgetown SK,,Aff BYE,Aff BYE
UTD SL,,,Aff BYE,Aff BYE
Pittsburgh SR,,,Aff BYE,Aff BYE
