Aff,Neg,Judges,Votes,Win
UTD SL,Wake Forest BM,"Adrienne Brovero																																						Rachel Solsman																																						Gabriel Morbeck","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest LuTa,Pittsburgh SR,"Morgan Copeland																																						Kattichka Cazeau																																						Ben Biggs","Aff																															Aff																															Aff","3-0																															AFF"
