Aff,Neg,Judges,Votes,Win
Liberty ST,James Madison SO,"Ben Biggs																																						Tyler Thur																																						Michelle Thomas","Neg																															Neg																															Aff","2-1																															NEG"
Mary Washington BH,,,,
