Aff,Neg,Judges,Votes,Win
Navy HK,Louisville JN,"Neil Butt																																						Chad Meadows																																						Eric Lanning","Aff																															Aff																															Aff","3-0																															AFF"
West Georgia RL,Samford BR,"Jeff Nagel																																						Storm Lasseter																																						Lawson Hudson","Neg																															Neg																															Neg","3-0																															NEG"
