Aff,Neg,Judges,Votes,Win
Kansas MR,Emory LY,"Hunter McCullough																																						Jeff Buntin																																						Jordan Di","Aff																															Aff																															Aff","3-0																															AFF"
Northwestern DR,Emory GH,"Devane Murphy																																						Adrienne Brovero																																						Alaina Walberg","Neg																															Aff																															Neg","2-1																															NEG"
