Aff,Neg,Judges,Votes,Win
Texas BJ,Liberty FS,"Kevin McCaffrey																																						Brandon Kelley																																						Scott Phillips","Neg																															Neg																															Neg","3-0																															NEG"
Liberty LT,Liberty HW,,Liberty LT advances,Liberty LT advances
