Aff,Neg,Judges,Votes,Win
UTD KP,Kansas MR,"jasmine stidham																																						Valerie McIntosh																																						Jordan Di","Neg																															Neg																															Neg","3-0																															NEG"
Northwestern DR,Michigan State GL,"Nick Loew																																						John Turner																																						Grace Kessler","Aff																															Aff																															Aff","3-0																															AFF"
Emory GH,Kansas LS,"Jackie Poapst																																						Sherry Hall																																						Dustin Meyers-Levy","Aff																															Aff																															Aff","3-0																															AFF"
Michigan BP,Emory LY,"Carly Wunderlich																																						David Griffith																																						Bryce Rao","Neg																															Neg																															Neg","3-0																															NEG"
Emory CP,Kentucky AM,"Gabe Lewis																																						Jeff Buntin																																						Josh Miller","Neg																															Neg																															Neg","3-0																															NEG"
Kentucky GS,Emory KP,"Geoff Lundeen																																						Michael Hester																																						Dustyn Beutelspacher","Neg																															Aff																															Aff","2-1																															AFF"
Binghamton TC,Georgetown CS,"Sam Gustavson																																						Eric Lanning																																						Joshua Harrington","Aff																															Neg																															Aff","2-1																															AFF"
Dartmouth BC,Michigan State MM,"Alaina Walberg																																						Kevin Hirn																																						Dallas Perkins","Aff																															Aff																															Neg","2-1																															AFF"
