Aff,Neg,Judges,Votes,Win
Emory KR,Georgetown LW,"Kevin McCaffrey																																						Kevin Hirn																																						Nathan Fleming","Aff																															Aff																															Aff","3-0																															AFF"
Michigan State MG,Michigan PD,"Tyler Vergho																																						Jeff Buntin																																						Brett Bricker","Neg																															Aff																															Neg","2-1																															NEG"
Northwestern DC,Wake Forest DL,"Kristiana Baez																																						Sean Kennedy																																						Nathan Davis","Neg																															Neg																															Neg","3-0																															NEG"
Binghamton TC,Kansas HP,"Geordano Liriano																																						Jazmine Pickens																																						Iyana Trotman","Neg																															Aff																															Aff","2-1																															AFF"
Kansas RS,Harvard OG,"Taylor Brough																																						Caitlin Walrath																																						LaToya Green","Neg																															Neg																															Aff","2-1																															NEG"
Wake Forest PC,Kansas MP,"Devane Murphy																																						Corey Fisher																																						Sam Gustavson","Neg																															Neg																															Aff","2-1																															NEG"
Texas DK,Emory MP,"Alex Marban																																						Rafael Pierry																																						Dustin Meyers-Levy","Aff																															Aff																															Neg","2-1																															AFF"
Iowa EC,CSU Long Beach OF,"Brandon Reynolds																																						Nigel Taylor-Ward																																						Azja Butler","Neg																															Neg																															Aff","2-1																															NEG"
