Aff,Neg,Judges,Votes,Win
Kansas Rahaman & Ottinger,Wyomin Cole & Powers,"Phillip Samuels																																						Parker Hopkins																																						Hunter McCullough","Aff																															Aff																															Aff","3-0																															AFF"
Kansas Harris & Wilkus,UTD Beutelspacher & Mubarak,"Lawrence Zhou																																						Matt Coleman																																						Clayton Engelby","Neg																															Neg																															Aff","2-1																															NEG"
