Aff,Neg,Judges,Votes,Win
JCCC Babcock & Babcock,Wyomin Cole & Powers,"Brett Bricker																																						Ned Gidley																																						Derek Hilligoss","Neg																															Neg																															Neg","3-0																															NEG"
Wichita Hinecker & Phillips,Kansas Harris & Wilkus,"Grant Colquitt																																						Rob Glass																																						Hunter McCullough","Neg																															Neg																															Neg","3-0																															NEG"
Kansas Rahaman & Ottinger,Miguel Molina Chavez,"Brent Lamb																																						Jada Stinnett																																						Juan Garcia-Lugo","Aff																															Aff																															Aff","3-0																															AFF"
UTD Beutelspacher & Mubarak,UTD Lasseter & Watson,,UTD Beutelspacher & Mubarak advances,UTD Beutelspacher & Mubarak advances
