Aff,Neg,Judges,Votes,Win
Kansas Wilkus & Harris,Minnesota Davis & Parrish,"Chris Loghry																																						Jared Burke																																						A J","Aff																															Neg																															Neg","2-1																															NEG"
Spencer Anderson McElligott,EmpSta Krambeer & Reed-Valizan,"Brett Bricker																																						Brian Rubaie																																						Andrea Brown","Neg																															Aff																															Aff","2-1																															AFF"
