Aff,Neg,Judges,Votes,Win
Emory Giampetruzzi & Kessler,Harvard Dixon & Yeshitila,"David Kilpatrick																																						Adam Lipton																																						Kevin Hirn","Aff																															Aff																															Aff","3-0																															AFF"
Michigan Phil & Pierry,Wake Forest Robinson & Trotman,"Kenji Aoki																																						Mikaela Malsin																																						Kevin Clarke","Neg																															Aff																															Aff","2-1																															AFF"
