Aff,Neg,Judges,Votes,Win
Houston CG,James Madison FH,"Natalie Bennie																																						Pavan Reddy																																						Eric Morris","Neg																															Aff																															Neg","2-1																															NEG"
Houston RA,James Madison HeMc,"Chris Loghry																																						Rebecca Steiner																																						Tripp Rebrovick","Neg																															Neg																															Neg","3-0																															NEG"
James Madison OP,Samford BM,"William Lewis																																						Judd Kimball																																						Parker Hopkins","Neg																															Neg																															Neg","3-0																															NEG"
George Mason ET,Houston DL,"Ryan Galloway																																						LaToya Green																																						Vida Chiri","Neg																															Aff																															Aff","2-1																															AFF"
