Aff,Neg,Judges,Votes,Win
Kansas State Turner & Robertson,Wichita State McManus & Reed-Valizan,"Kaine Cherry																																						Ned Gidley																																						Sam Gustavson -","Neg																															Neg																															Neg","3-0																															NEG"
Texas Anderson & Davis,Kansas McConnell & Yang,"Zach Huffman																																						Lindsey Shook																																						Eric Morris -","Aff																															Aff																															Neg","2-1																															AFF"
