Aff,Neg,Judges,Votes,Win
Central Oklahoma Smith,Kansas Bhagavan & Vu,"Chris Loghry																																						Lindsey Shook																																						Nathan Rothenbaum","Neg																															Neg																															Neg","3-0																															NEG"
NYU Theiding & Jain -- ONLINE,UTD D'Antuono & Sharma -- ONLINE,"Zach Huffman																																						Kaine Cherry																																						Ned Gidley","Neg																															Neg																															Neg","3-0																															NEG"
Kansas State Turner & Robertson,,,,
Texas Anderson & Davis,,,,
Kansas McConnell & Yang,,,,
Wichita State McManus & Reed-Valizan,,,,
Oklahoma Waheed & Smith,,,,
Missouri State Granger & Rauhoff,,,,
