Aff,Neg,Judges,Votes,Win
UTD D'Antuono & Sharma -- ONLINE,Kansas State Turner & Robertson,"Zach Huffman																																						Kwudjwa Osei -																																						Will Baker -","Neg																															Neg																															Neg","3-0																															NEG"
Kansas Bhagavan & Vu,Texas Anderson & Davis,"Chris Loghry																																						Kaine Cherry																																						Sam Gustavson -","Neg																															Neg																															Neg","3-0																															NEG"
Kansas McConnell & Yang,Missouri State Granger & Rauhoff,"Squid Monteith																																						Phillip Samuels																																						Lindsey Shook","Aff																															Aff																															Neg","2-1																															AFF"
Wichita State McManus & Reed-Valizan,Oklahoma Waheed & Smith,"Kyle Wendland																																						Ned Gidley																																						Nathan Rothenbaum","Aff																															Aff																															Aff","3-0																															AFF"
