Aff,Neg,Judges,Votes,Win
Wyoming Lassen & Powers,Kansas Marshall & Park,"Devane Murphy																																						Michael Wimsatt - ONL																																						Valerie McIntosh","Aff																															Aff																															Neg","2-1																															AFF"
Michigan McDermott & Skoulikaris,Kansas Harris & Soper,"Phillip Samuels																																						Brad Meloche																																						Bruce Najor","Aff																															Aff																															Aff","3-0																															AFF"
Michigan Shih & Ippagunta,Wichita State Babcock & Babcock,"Scott Harris																																						Jamie Davenport																																						Rob Glass - ONL","Neg																															Neg																															Neg","3-0																															NEG"
Kentucky Griffith & Kiihnl,Wichita State Phillips & Smith,"Brian DeLong																																						Kurt Fifelski																																						William Repko","Aff																															Aff																															Aff","3-0																															AFF"
