Aff,Neg,Judges,Votes,Win
Kansas Harker & Pham,Wayne State Laham & Teasdle,"Phillip Samuels																																						Michael Harrington																																						Jim Schultz","Neg																															Aff																															Neg","2-1																															NEG"
Michigan State Agrahara & buck,,,,
Michigan Walter & Dudewicz,,,,
Houston Chowdhury & Regassa,,,,
