Aff,Neg,Judges,Votes,Win
Wyoming Lassen & Powers,Wake Forest Luckett & Taylor,"Bee Smale																																						Devane Murphy																																						Lindsey Shook","Aff																															Aff																															Neg","2-1																															AFF"
Kentucky McBlain & Williams,Michigan McDermott & Skoulikaris,"Jesse Smith																																						LaTonya Starks																																						Bruce Najor","Neg																															Aff																															Neg","2-1																															NEG"
Minnesota Johnson & Phoenix-Flood,Wichita State Babcock & Babcock,"Lauren Johnson																																						William Repko																																						Parker Hopkins","Neg																															Aff																															Neg","2-1																															NEG"
Kentucky Griffith & Kiihnl,Michigan State Bennett & Koster,"Dominik Lett																																						Matt Stannard																																						Lee Quinn","Aff																															Aff																															Neg","2-1																															AFF"
Kansas Yang & Wilkus,Wichita State Phillips & Smith,"Matt Liu																																						Noah Graham																																						Rob Glass - ONL","Neg																															Neg																															Neg","3-0																															NEG"
Michigan Shih & Ippagunta,Baylor Darwish & Hudson,"Douglas Husic																																						Scott Harris																																						Marge Strong","Aff																															Aff																															Aff","3-0																															AFF"
Kansas Harris & Soper,Kentucky Adam & Weinhardt,"Valerie McIntosh																																						Flynn Makuch																																						Sammi Rippetoe","Neg																															Aff																															Aff","2-1																															AFF"
Kentucky Di & Gabay,Kansas Marshall & Park,"Brad Meloche																																						James Allan - ONL																																						Kurt Fifelski","Neg																															Neg																															Aff","2-1																															NEG"
