Aff,Neg,Judges,Votes,Win
Michigan State Agrahara & buck,Wayne State Laham & Teasdle,"Nate Graziano																																						Phillip Samuels																																						Josh Lamet - ONL","Aff																															Neg																															Neg","2-1																															NEG"
Houston Chowdhury & Regassa,Michigan Walter & Dudewicz,"Derek Hilligoss																																						Jamie Davenport																																						Brandon Reynolds","Aff																															Aff																															Aff","3-0																															AFF"
