Aff,Neg,Judges,Votes,Win
Wayne State Culhane & Stanley,Missouri State Roy & Miller,"Kegan Ferguson																																						Brian DeLong																																						Matthew Bricker","Aff																															Aff																															Aff","3-0																															AFF"
Indiana Fernando & Midithuri,Indiana Baker & Jones,,Indiana Fernando & Midithuri advances,Indiana Fernando & Midithuri advances
