Aff,Neg,Judges,Votes,Win
Towson GR,Liberty HE,"Andy Stubbs																																						Paul Colby																																						Aaron Fernandez","Neg																															Neg																															Neg","3-0																															NEG"
Liberty LT,West Point AR,"Jack Booth																																						Sherry Hall																																						Eric Lanning","Aff																															Aff																															Aff","3-0																															AFF"
