Aff,Neg,Judges,Votes,Win
Wyoming/Towson CC,Oklahoma SW,"Melanie Dellinger																																						Solomon Watson																																						Will Baker","Aff																															Neg																															Aff","2-1																															AFF"
UTD KS,,,,
North Texas WJ,,,,
Houston KS,,,,
West Point OS,,,,
Liberty TL,,,,
UT San Antonio BW,,,,
Trinity KP,,,,
