Aff,Neg,Judges,Votes,Win
Kansas HS,Emory GK,"Kevin McCaffrey																																						Vida Chiri																																						Valerie McIntosh","Neg																															Neg																															Neg","3-0																															NEG"
Wake Forest BD,Eli T. Louis,"Jackie Poapst																																						Chaz Wyche																																						Jason Regnier","Aff																															Aff																															Aff","3-0																															AFF"
Dartmouth SV,Kansas PS,"Carly Wunderlich																																						Gabriel Morbeck																																						Morgan Copeland","Aff																															Aff																															Aff","3-0																															AFF"
Wake Forest BR,Northwestern DW,"DavidMichael Woodward																																						Matthew Bricker																																						Kevin Hirn","Aff																															Neg																															Aff","2-1																															AFF"
Texas DK,"Massachusetts, Amherst BM","Noah Graham																																						Thomas Buttgereit																																						Rob Glass","Aff																															Aff																															Aff","3-0																															AFF"
Dartmouth BC,Michigan State GlMe,"Kenny Delph																																						Manny Navarrete																																						Brett Bricker","Neg																															Aff																															Aff","2-1																															AFF"
Georgetown LW,Houston FC,"Brendon Bankey																																						Taylor Brough																																						Heather Hall","Aff																															Aff																															Aff","3-0																															AFF"
Michigan PP,Michigan HR,,Michigan PP advances,Michigan PP advances
