Aff,Neg,Judges,Votes,Win
Michigan PP,Dartmouth SV,"Becca Steiner																																						Brendon Bankey																																						Zahir Shaikh","Aff																															Aff																															Aff","3-0																															AFF"
Texas DK,Emory GK,"Jasmine Stidham																																						Kevin Hirn																																						Brandon Stras","Neg																															Neg																															Neg","3-0																															NEG"
