Aff,Neg,Judges,Votes,Win
Houston AT,Liberty LL,"Becca Steiner																																						Roberto Fernandez																																						Jamie Davenport","Neg																															Neg																															Neg","3-0																															NEG"
Indiana/Liberty NS,Emory PX,"Bryce Rao																																						Brett Bricker																																						Valerie McIntosh","Neg																															Neg																															Neg","3-0																															NEG"
George Mason SR,,,,
Liberty CM,,,,
Liberty BT,,,,
Indiana WF,,,,
Indiana AM,,,,
George Mason RK,,,,
