Aff,Neg,Judges,Votes,Win
Northwestern AL,Liberty MS,"Caitlin Walrath																																						Jamie Davenport																																						Azja Butler","Neg																															Aff																															Aff","2-1																															AFF"
Gonzaga MZ,Michigan State SZ,"Justin Green																																						Brandon Stras																																						Jeff Buntin","Neg																															Aff																															Aff","2-1																															AFF"
