Aff,Neg,Judges,Votes,Win
George Mason RP,Wake Forest BH,"Taylor Johnson																																						Vincent Li																																						Joe Patrice","Neg																															Neg																															Aff","2-1																															NEG"
George Mason RS,James Madison SM,"Heather Hall																																						Timothy Byram																																						DavidMichael Woodward","Neg																															Neg																															Neg","3-0																															NEG"
Liberty HS,Wake Forest SN,"Ben Biggs																																						Pavan Reddy																																						Abhis Sedhai","Neg																															Aff																															Aff","2-1																															AFF"
George Mason SR,,,,
