Aff,Neg,Judges,Votes,Win
Western Kentucky SS,George Mason RP,"Austin Koort																																						Abhis Sedhai																																						Aryan Jasani","Aff																															Aff																															Aff","3-0																															AFF"
Liberty TG,Samford MF,"Benjamin Williams																																						Ben Biggs																																						Josh Weintraub","Aff																															Aff																															Neg","2-1																															AFF"
