Aff,Neg,Judges,Votes,Win
George Mason KB,Liberty CW,"Maddox Gates																																						Jack Booth																																						Matthew Granstrom","Aff																															Aff																															Neg","2-1																															AFF"
Liberty HS,Navy LW,"Benjamin Williams																																						V Keenan																																						Pavan Reddy","Aff																															Aff																															Aff","3-0																															AFF"
Indiana KS,Liberty CuWh,"Lindsay Lowry																																						Tom O'Gorman																																						Ryan Galloway","Neg																															Neg																															Neg","3-0																															NEG"
George Mason GC,George Mason TO,,George Mason GC advances,George Mason GC advances
