Aff,Neg,Judges,Votes,Win
Kentucky RS,Texas AF,"Jackie Poapst																																						Dustin Meyers-Levy																																						jasmine stidham","Neg																															Aff																															Neg","2-1																															NEG"
Kentucky GS,Michigan State MM,"Danielle O'Gorman																																						Jenny Vazquez Torres																																						Josiah Ferguson","Neg																															Aff																															Neg","2-1																															NEG"
